API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun May 14 05:40:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Dec-31 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Dec-31 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 139.484444,35.300556,1.22238E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 139.484444,5211.22956,3665.13099 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230511.p230804                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-11. PREDICTS-> 2023-AUG-03
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
********************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),       phi,  PAB-LON,  PAB-LAT,
********************************************************************************
$$SOE
 2023-Jan-08 20:00, ,m, 271.098470,    40.198990,   20.2388, 117.8575,   2.3135,
 2023-Jan-08 21:00,N,m, 278.672304,    28.228999,   20.5988, 118.0954,   2.2715,
 2023-Jan-08 22:00,*,m, 285.887086,    16.514946,   21.0058, 118.3558,   2.2330,
 2023-Jan-08 23:00,*,m, 293.365526,     5.243756,   21.4614, 118.6391,   2.2007,
 2023-Jan-09 00:00,*, , 301.603262,    -5.359140,   21.9641, 118.9442,   2.1770,
 2023-Jan-09 01:00,*, , 311.081988,   -14.985689,   22.5096, 119.2685,   2.1635,
 2023-Jan-09 02:00,*, , 322.271366,   -23.202631,   23.0908, 119.6085,   2.1611,
 2023-Jan-09 03:00,*, , 335.486697,   -29.431755,   23.6984, 119.9596,   2.1701,
 2023-Jan-09 04:00,*, , 350.563815,   -33.018781,   24.3220, 120.3167,   2.1898,
 2023-Jan-09 05:00,*, ,   6.564590,   -33.459603,   24.9503, 120.6744,   2.2191,
 2023-Jan-09 06:00,*, ,  22.045390,   -30.682998,   25.5716, 121.0271,   2.2562,
 2023-Jan-09 07:00,*, ,  35.872830,   -25.097932,   26.1749, 121.3697,   2.2986,
 2023-Jan-09 08:00,C, ,  47.693310,   -17.346838,   26.7501, 121.6976,   2.3437,
 2023-Jan-09 09:00,A, ,  57.740168,    -8.042775,   27.2891, 122.0071,   2.3885,
 2023-Jan-09 10:00, ,m,  66.480196,     2.338068,   27.7855, 122.2956,   2.4300,
 2023-Jan-09 11:00, ,m,  74.426022,    13.451157,   28.2358, 122.5617,   2.4655,
 2023-Jan-09 12:00, ,m,  82.115844,    25.040741,   28.6392, 122.8055,   2.4923,
 2023-Jan-09 13:00, ,m,  90.218144,    36.889407,   28.9981, 123.0285,   2.5087,
 2023-Jan-09 14:00, ,m,  99.829932,    48.749836,   29.3179, 123.2336,   2.5134,
 2023-Jan-09 15:00, ,m, 113.349138,    60.186206,   29.6066, 123.4249,   2.5058,
 2023-Jan-09 16:00, ,m, 137.156475,    69.993684,   29.8747, 123.6076,   2.4866,
 2023-Jan-09 17:00, ,m, 181.505605,    74.308780,   30.1341, 123.7875,   2.4568,
 2023-Jan-09 18:00, ,m, 224.151709,    69.241014,   30.3972, 123.9704,   2.4186,
 2023-Jan-09 19:00, ,m, 246.584465,    59.135159,   30.6765, 124.1621,   2.3746,
 2023-Jan-09 20:00, ,m, 259.539962,    47.533766,   30.9831, 124.3678,   2.3277,
 2023-Jan-09 21:00,N,m, 268.871996,    35.518235,   31.3261, 124.5914,   2.2813,
 2023-Jan-09 22:00,*,m, 276.796775,    23.488689,   31.7119, 124.8359,   2.2384,
 2023-Jan-09 23:00,*,m, 284.353920,    11.676244,   32.1442, 125.1027,   2.2018,
 2023-Jan-10 00:00,*,m, 292.200776,     0.286854,   32.6234, 125.3917,   2.1739,
 2023-Jan-10 01:00,*, , 300.895226,   -10.432329,   33.1468, 125.7015,   2.1562,
 2023-Jan-10 02:00,*, , 311.007433,   -20.137689,   33.7092, 126.0294,   2.1498,
 2023-Jan-10 03:00,*, , 323.112353,   -28.332708,   34.3028, 126.3715,   2.1548,
 2023-Jan-10 04:00,*, , 337.582896,   -34.340958,   34.9185, 126.7233,   2.1708,
 2023-Jan-10 05:00,*, , 354.116754,   -37.407296,   35.5456, 127.0797,   2.1965,
 2023-Jan-10 06:00,*, ,  11.380316,   -37.019160,   36.1730, 127.4353,   2.2300,
 2023-Jan-10 07:00,*, ,  27.581108,   -33.247520,   36.7896, 127.7849,   2.2689,
 2023-Jan-10 08:00,C, ,  41.607554,   -26.694647,   37.3851, 128.1234,   2.3105,
 2023-Jan-10 09:00,A, ,  53.360503,   -18.120362,   37.9503, 128.4468,   2.3518,
 2023-Jan-10 10:00, , ,  63.302905,    -8.167481,   38.4776, 128.7514,   2.3899,
 2023-Jan-10 11:00, ,m,  72.040006,     2.698692,   38.9620, 129.0351,   2.4217,
 2023-Jan-10 12:00, ,m,  80.173256,    14.148744,   39.4007, 129.2969,   2.4450,
 2023-Jan-10 13:00, ,m,  88.334807,    25.927331,   39.7942, 129.5371,   2.4576,
 2023-Jan-10 14:00, ,m,  97.350584,    37.786424,   40.1458, 129.7575,   2.4584,
 2023-Jan-10 15:00, ,m, 108.625991,    49.382529,   40.4615, 129.9614,   2.4469,
 2023-Jan-10 16:00, ,m, 125.087680,    60.022212,   40.7501, 130.1528,   2.4234,
 2023-Jan-10 17:00, ,m, 152.567318,    67.915047,   41.0223, 130.3371,   2.3893,
 2023-Jan-10 18:00, ,m, 192.199865,    69.376117,   41.2899, 130.5200,   2.3465,
 2023-Jan-10 19:00, ,m, 224.933233,    63.278667,   41.5652, 130.7071,   2.2978,
 2023-Jan-10 20:00, ,m, 244.485454,    53.247016,   41.8599, 130.9041,   2.2463,
 2023-Jan-10 21:00,N,m, 257.077331,    41.764048,   42.1841, 131.1157,   2.1951,
 2023-Jan-10 22:00,*,m, 266.576162,    29.782668,   42.5461, 131.3456,   2.1475,
 2023-Jan-10 23:00,*,m, 274.777600,    17.717964,   42.9511, 131.5964,   2.1064,
 2023-Jan-11 00:00,*,m, 282.652018,     5.822701,   43.4019, 131.8692,   2.0740,
 2023-Jan-11 01:00,*, , 290.882604,    -5.677518,   43.8978, 132.1636,   2.0522,
 2023-Jan-11 02:00,*, , 300.102607,   -16.509806,   44.4357, 132.4780,   2.0419,
 2023-Jan-11 03:00,*, , 311.007079,   -26.283800,   45.0095, 132.8094,   2.0433,
 2023-Jan-11 04:00,*, , 324.330592,   -34.413404,   45.6116, 133.1539,   2.0557,
 2023-Jan-11 05:00,*, , 340.520461,   -40.078408,   46.2323, 133.5070,   2.0780,
 2023-Jan-11 06:00,*, , 358.988910,   -42.388699,   46.8614, 133.8636,   2.1081,
 2023-Jan-11 07:00,*, ,  17.730590,   -40.870364,   47.4878, 134.2184,   2.1436,
 2023-Jan-11 08:00,C, ,  34.549368,   -35.848260,   48.1011, 134.5663,   2.1818,
 2023-Jan-11 09:00,A, ,  48.556697,   -28.177532,   48.6911, 134.9027,   2.2195,
 2023-Jan-11 10:00, , ,  60.065058,   -18.722026,   49.2495, 135.2234,   2.2538,
 2023-Jan-11 11:00, , ,  69.807059,    -8.123781,   49.7694, 135.5254,   2.2818,
 2023-Jan-11 12:00, ,m,  78.520649,     3.181322,   50.2464, 135.8065,   2.3009,
 2023-Jan-11 13:00, ,m,  86.888727,    14.882834,   50.6787, 136.0661,   2.3092,
 2023-Jan-11 14:00, ,m,  95.639281,    26.716234,   51.0672, 136.3048,   2.3053,
 2023-Jan-11 15:00, ,m, 105.759549,    38.376447,   51.4161, 136.5246,   2.2889,
 2023-Jan-11 16:00, ,m, 118.907504,    49.371238,   51.7320, 136.7287,   2.2604,
 2023-Jan-11 17:00, ,m, 138.052351,    58.686461,   52.0238, 136.9216,   2.2209,
 2023-Jan-11 18:00, ,m, 166.549628,    64.187978,   52.3025, 137.1084,   2.1728,
 2023-Jan-11 19:00, ,m, 199.754518,    63.280889,   52.5797, 137.2948,   2.1186,
 2023-Jan-11 20:00, ,m, 225.705748,    56.468691,   52.8673, 137.4865,   2.0615,
 2023-Jan-11 21:00,N,m, 242.864053,    46.487755,   53.1766, 137.6887,   2.0050,
 2023-Jan-11 22:00,*,m, 254.899917,    35.126863,   53.5169, 137.9062,   1.9522,
 2023-Jan-11 23:00,*,m, 264.387925,    23.206760,   53.8957, 138.1423,   1.9062,
 2023-Jan-12 00:00,*,m, 272.751264,    11.137495,   54.3177, 138.3993,   1.8693,
 2023-Jan-12 01:00,*, , 280.876459,    -0.815134,   54.7846, 138.6781,   1.8433,
 2023-Jan-12 02:00,*, , 289.469425,   -12.408835,   55.2954, 138.9781,   1.8292,
 2023-Jan-12 03:00,*, , 299.259436,   -23.343277,   55.8464, 139.2975,   1.8270,
 2023-Jan-12 04:00,*, , 311.123047,   -33.169586,   56.4313, 139.6331,   1.8362,
 2023-Jan-12 05:00,*, , 326.044284,   -41.176861,   57.0421, 139.9812,   1.8554,
 2023-Jan-12 06:00,*, , 344.557078,   -46.335821,   57.6693, 140.3370,   1.8824,
 2023-Jan-12 07:00,*, ,   5.477867,   -47.590646,   58.3026, 140.6955,   1.9148,
 2023-Jan-12 08:00,C, ,  25.716661,   -44.621312,   58.9313, 141.0516,   1.9496,
 2023-Jan-12 09:00,A, ,  42.809008,   -38.159856,   59.5450, 141.4002,   1.9838,
 2023-Jan-12 10:00, , ,  56.457504,   -29.330881,   60.1343, 141.7367,   2.0141,
 2023-Jan-12 11:00, , ,  67.517768,   -19.043954,   60.6910, 142.0573,   2.0377,
 2023-Jan-12 12:00, , ,  76.972661,    -7.896520,   61.2087, 142.3590,   2.0521,
 2023-Jan-12 13:00, ,m,  85.654872,     3.721003,   61.6837, 142.6399,   2.0551,
 2023-Jan-12 14:00, ,m,  94.304981,    15.514823,   62.1146, 142.8995,   2.0456,
 2023-Jan-12 15:00, ,m, 103.729221,    27.195861,   62.5031, 143.1384,   2.0231,
 2023-Jan-12 16:00, ,m, 115.029489,    38.373882,   62.8535, 143.3590,   1.9881,
 2023-Jan-12 17:00, ,m, 129.911119,    48.376767,   63.1729, 143.5646,   1.9420,
 2023-Jan-12 18:00, ,m, 150.653746,    55.933709,   63.4706, 143.7597,   1.8870,
 2023-Jan-12 19:00, ,m, 177.657191,    59.047525,   63.7575, 143.9496,   1.8260,
 2023-Jan-12 20:00, ,m, 205.019030,    56.399803,   64.0452, 144.1398,   1.7622,
 2023-Jan-12 21:00,N,m, 226.332984,    49.103227,   64.3454, 144.3361,   1.6993,
 2023-Jan-12 22:00,*,m, 241.555493,    39.172186,   64.6689, 144.5437,   1.6405,
 2023-Jan-12 23:00,*,m, 252.952973,    27.940165,   65.0247, 144.7671,   1.5890,
 2023-Jan-13 00:00,*,m, 262.289325,    16.107927,   65.4197, 145.0095,   1.5472,
 2023-Jan-13 01:00,*,m, 270.695842,     4.066240,   65.8580, 145.2731,   1.5169,
 2023-Jan-13 02:00,*, , 278.981813,    -7.915864,   66.3410, 145.5584,   1.4990,
 2023-Jan-13 03:00,*, , 287.882554,   -19.585327,   66.8671, 145.8649,   1.4936,
 2023-Jan-13 04:00,*, , 298.256783,   -30.616133,   67.4324, 146.1905,   1.4998,
 2023-Jan-13 05:00,*, , 311.254999,   -40.490075,   68.0304, 146.5320,   1.5162,
 2023-Jan-13 06:00,*, , 328.272555,   -48.323776,   68.6528, 146.8855,   1.5406,
 2023-Jan-13 07:00,*, , 349.927071,   -52.781446,   69.2902, 147.2462,   1.5701,
 2023-Jan-13 08:00,C, ,  13.792776,   -52.632305,   69.9321, 147.6091,   1.6018,
 2023-Jan-13 09:00,A, ,  35.207281,   -47.937736,   70.5680, 147.9690,   1.6323,
 2023-Jan-13 10:00, , ,  52.000242,   -39.985354,   71.1876, 148.3210,   1.6584,
 2023-Jan-13 11:00, , ,  64.916441,   -30.095826,   71.7816, 148.6604,   1.6771,
 2023-Jan-13 12:00, , ,  75.360658,   -19.132051,   72.3422, 148.9834,   1.6858,
 2023-Jan-13 13:00, , ,  84.476818,    -7.608285,   72.8633, 149.2872,   1.6824,
 2023-Jan-13 14:00, ,m,  93.132709,     4.135880,   73.3414, 149.5700,   1.6658,
 2023-Jan-13 15:00, ,m, 102.090734,    15.814236,   73.7756, 149.8312,   1.6355,
 2023-Jan-13 16:00, ,m, 112.192903,    27.097424,   74.1679, 150.0719,   1.5922,
 2023-Jan-13 17:00, ,m, 124.548570,    37.496315,   74.5230, 150.2944,   1.5373,
 2023-Jan-13 18:00, ,m, 140.611782,    46.185886,   74.8485, 150.5022,   1.4734,
 2023-Jan-13 19:00, ,m, 161.516175,    51.835020,   75.1538, 150.7000,   1.4035,
 2023-Jan-13 20:00, ,m, 185.768863,    52.940946,   75.4500, 150.8931,   1.3312,
 2023-Jan-13 21:00,N,m, 208.557393,    49.109478,   75.7487, 151.0874,   1.2601,
 2023-Jan-13 22:00,*,m, 226.630339,    41.517647,   76.0617, 151.2884,   1.1939,
 2023-Jan-13 23:00,*,m, 240.306470,    31.665911,   76.3995, 151.5016,   1.1358,
 2023-Jan-14 00:00,*,m, 251.059272,    20.583945,   76.7709, 151.7312,   1.0884,
 2023-Jan-14 01:00,*,m, 260.145711,     8.871465,   77.1826, 151.9806,   1.0534,
 2023-Jan-14 02:00,*, , 268.482459,    -3.107584,   77.6382, 152.2516,   1.0316,
 2023-Jan-14 03:00,*, , 276.817066,   -15.089993,   78.1389, 152.5449,   1.0231,
 2023-Jan-14 04:00,*, , 285.925271,   -26.820637,   78.6828, 152.8594,   1.0268,
 2023-Jan-14 05:00,*, , 296.839188,   -37.955359,   79.2655, 153.1932,   1.0409,
 2023-Jan-14 06:00,*, , 311.129384,   -47.901441,   79.8804, 153.5429,   1.0630,
 2023-Jan-14 07:00,*, , 330.911267,   -55.540527,   80.5190, 153.9043,   1.0901,
 2023-Jan-14 08:00,C, , 356.843088,   -59.079983,   81.1716, 154.2727,   1.1188,
 2023-Jan-14 09:00,A, ,  23.947141,   -57.168583,   81.8276, 154.6428,   1.1456,
 2023-Jan-14 10:00, , ,  45.764151,   -50.616873,   82.4764, 155.0094,   1.1671,
 2023-Jan-14 11:00, , ,  61.585517,   -41.304513,   83.1077, 155.3674,   1.1801,
 2023-Jan-14 12:00, , ,  73.471659,   -30.576818,   83.7121, 155.7122,   1.1818,
 2023-Jan-14 13:00, , ,  83.206472,   -19.162992,   84.2818, 156.0400,   1.1704,
 2023-Jan-14 14:00, , ,  91.967495,    -7.477592,   84.8111, 156.3478,   1.1445,
 2023-Jan-14 15:00, ,m, 100.595562,     4.183939,   85.2966, 156.6340,   1.1039,
 2023-Jan-14 16:00, ,m, 109.832471,    15.532041,   85.7377, 156.8982,   1.0495,
 2023-Jan-14 17:00, ,m, 120.492184,    26.190868,   86.1367, 157.1415,   0.9829,
 2023-Jan-14 18:00, ,m, 133.556137,    35.588896,   86.4988, 157.3664,   0.9070,
 2023-Jan-14 19:00, ,m, 150.007303,    42.836668,   86.8319, 157.5767,   0.8251,
 2023-Jan-14 20:00, ,m, 169.945565,    46.748852,   87.1457, 157.7773,   0.7412,
 2023-Jan-14 21:00,N,m, 191.285462,    46.373324,   87.4519, 157.9739,   0.6593,
 2023-Jan-14 22:00,*,m, 210.681412,    41.805900,   87.7622, 158.1723,   0.5833,
 2023-Jan-14 23:00,*,m, 226.434169,    34.090398,   88.0884, 158.3785,   0.5168,
 2023-Jan-15 00:00,*,m, 238.878352,    24.375353,   88.4413, 158.5978,   0.4623,
 2023-Jan-15 01:00,*,m, 249.018204,    13.483625,   88.8295, 158.8346,   0.4217,
 2023-Jan-15 02:00,*,m, 257.786150,     1.933457,   89.2595, 159.0922,   0.3956,
 2023-Jan-15 03:00,*, , 265.941932,    -9.940564,   89.7348, 159.3723,   0.3840,
 2023-Jan-15 04:00,*, , 274.182312,   -21.888751,   90.2563, 159.6754,   0.3853,
 2023-Jan-15 05:00,*, , 283.325636,   -33.665395,   90.8217, 160.0003,   0.3976,
 2023-Jan-15 06:00,*, , 294.614231,   -44.925066,   91.4262, 160.3448,   0.4180,
 2023-Jan-15 07:00,*, , 310.243323,   -55.012372,   92.0630, 160.7053,   0.4430,
 2023-Jan-15 08:00,C, , 333.655841,   -62.503514,   92.7230, 161.0775,   0.4689,
 2023-Jan-15 09:00,A, ,   5.439581,   -64.911966,   93.3963, 161.4562,   0.4918,
 2023-Jan-15 10:00, , ,  35.571395,   -60.957207,   94.0721, 161.8363,   0.5080,
 2023-Jan-15 11:00, , ,  56.649109,   -52.649387,   94.7392, 162.2121,   0.5141,
 2023-Jan-15 12:00, , ,  70.940979,   -42.273149,   95.3873, 162.5784,   0.5071,
 2023-Jan-15 13:00, , ,  81.646699,   -30.999901,   96.0069, 162.9306,   0.4850,
 2023-Jan-15 14:00, , ,  90.653109,   -19.383815,   96.5900, 163.2647,   0.4467,
 2023-Jan-15 15:00, , ,  99.056860,    -7.747847,   97.1310, 163.5778,   0.3921,
 2023-Jan-15 16:00, ,m, 107.623147,     3.644104,   97.6268, 163.8683,   0.3221,
 2023-Jan-15 17:00, ,m, 117.031891,    14.493652,   98.0769, 164.1359,   0.2391,
 2023-Jan-15 18:00, ,m, 128.004374,    24.388872,   98.4842, 164.3820,   0.1461,
 2023-Jan-15 19:00, ,m, 141.298728,    32.720775,   98.8544, 164.6094,   0.0472,
 2023-Jan-15 20:00, ,m, 157.410618,    38.637639,   99.1957, 164.8222,  -0.0531,
 2023-Jan-15 21:00,N,m, 175.839966,    41.198168,   99.5188, 165.0257,  -0.1502,
 2023-Jan-15 22:00,*,m, 194.641053,    39.863146,   99.8354, 165.2259,  -0.2399,
 2023-Jan-15 23:00,*,m, 211.566809,    34.921167,  100.1580, 165.4290,  -0.3182,
 2023-Jan-16 00:00,*,m, 225.634452,    27.246005,  100.4986, 165.6411,  -0.3823,
 2023-Jan-16 01:00,*,m, 237.102546,    17.746395,  100.8681, 165.8677,  -0.4303,
 2023-Jan-16 02:00,*,m, 246.681027,     7.102643,  101.2753, 166.1131,  -0.4617,
 2023-Jan-16 03:00,*, , 255.084656,    -4.230281,  101.7264, 166.3807,  -0.4770,
 2023-Jan-16 04:00,*, , 262.951676,   -15.945921,  102.2248, 166.6720,  -0.4779,
 2023-Jan-16 05:00,*, , 270.925051,   -27.813416,  102.7710, 166.9872,  -0.4671,
 2023-Jan-16 06:00,*, , 279.840952,   -39.609018,  103.3622, 167.3250,  -0.4481,
 2023-Jan-16 07:00,*, , 291.135825,   -51.013531,  103.9934, 167.6827,  -0.4249,
 2023-Jan-16 08:00,C, , 307.821844,   -61.356505,  104.6568, 168.0566,  -0.4019,
 2023-Jan-16 09:00,A, , 335.816017,   -68.870565,  105.3432, 168.4419,  -0.3834,
 2023-Jan-16 10:00, , ,  15.579410,   -70.005416,  106.0420, 168.8333,  -0.3739,
 2023-Jan-16 11:00, , ,  47.744244,   -63.939806,  106.7419, 169.2252,  -0.3769,
 2023-Jan-16 12:00, , ,  66.951580,   -54.222543,  107.4314, 169.6119,  -0.3958,
 2023-Jan-16 13:00, , ,  79.441620,   -43.159534,  108.0998, 169.9879,  -0.4328,
 2023-Jan-16 14:00, , ,  88.967234,   -31.629886,  108.7374, 170.3483,  -0.4889,
 2023-Jan-16 15:00, , ,  97.274337,   -20.024995,  109.3361, 170.6891,  -0.5640,
 2023-Jan-16 16:00, , , 105.310784,    -8.598032,  109.8904, 171.0075,  -0.6566,
 2023-Jan-16 17:00, ,m, 113.738421,     2.408060,  110.3974, 171.3020,  -0.7641,
 2023-Jan-16 18:00, ,m, 123.146641,    12.689869,  110.8572, 171.5727,  -0.8824,
 2023-Jan-16 19:00, ,m, 134.127545,    21.822820,  111.2730, 171.8211,  -1.0067,
 2023-Jan-16 20:00, ,m, 147.205979,    29.210551,  111.6513, 172.0506,  -1.1318,
 2023-Jan-16 21:00,N,m, 162.530960,    34.100272,  112.0011, 172.2657,  -1.2521,
 2023-Jan-16 22:00,*,m, 179.393087,    35.778208,  112.3336, 172.4722,  -1.3624,
 2023-Jan-16 23:00,*,m, 196.192716,    33.945319,  112.6614, 172.6764,  -1.4585,
 2023-Jan-17 00:00,*,m, 211.355379,    28.927762,  112.9975, 172.8850,  -1.5371,
 2023-Jan-17 01:00,*,m, 224.213372,    21.447971,  113.3542, 173.1042,  -1.5962,
 2023-Jan-17 02:00,*,m, 234.932684,    12.251503,  113.7427, 173.3396,  -1.6355,
 2023-Jan-17 03:00,*,m, 244.026907,     1.921304,  114.1716, 173.5956,  -1.6559,
 2023-Jan-17 04:00,*, , 252.056310,    -9.133791,  114.6472, 173.8753,  -1.6599,
 2023-Jan-17 05:00,*, , 259.556746,   -20.630490,  115.1723, 174.1799,  -1.6509,
 2023-Jan-17 06:00,*, , 267.100982,   -32.357423,  115.7469, 174.5095,  -1.6334,
 2023-Jan-17 07:00,*, , 275.483109,   -44.120698,  116.3678, 174.8622,  -1.6123,
 2023-Jan-17 08:00,C, , 286.205610,   -55.656017,  117.0292, 175.2351,  -1.5930,
 2023-Jan-17 09:00,A, , 303.019464,   -66.367861,  117.7228, 175.6240,  -1.5809,
 2023-Jan-17 10:00, , , 335.973012,   -74.251767,  118.4386, 176.0238,  -1.5810,
 2023-Jan-17 11:00, , ,  26.418912,   -74.187836,  119.1654, 176.4288,  -1.5978,
 2023-Jan-17 12:00, , ,  59.033349,   -66.275472,  119.8912, 176.8330,  -1.6350,
 2023-Jan-17 13:00, , ,  75.745421,   -55.632911,  120.6043, 177.2304,  -1.6950,
 2023-Jan-17 14:00, , ,  86.485542,   -44.231501,  121.2935, 177.6155,  -1.7789,
 2023-Jan-17 15:00, , ,  94.945932,   -32.664025,  121.9489, 177.9831,  -1.8864,
 2023-Jan-17 16:00, , , 102.609993,   -21.201903,  122.5626, 178.3294,  -2.0153,
 2023-Jan-17 17:00, , , 110.260433,   -10.051174,  123.1291, 178.6517,  -2.1620,
 2023-Jan-17 18:00, ,m, 118.451294,     0.561285,  123.6460, 178.9487,  -2.3215,
 2023-Jan-17 19:00, ,m, 127.675711,    10.336850,  124.1140, 179.2209,  -2.4875,
 2023-Jan-17 20:00, ,m, 138.402302,    18.861922,  124.5372, 179.4704,  -2.6533,
 2023-Jan-17 21:00,N,m, 150.982018,    25.583123,  124.9228, 179.7011,  -2.8119,
 2023-Jan-17 22:00,*,m, 165.388271,    29.852238,  125.2807, 179.9181,  -2.9569,
 2023-Jan-17 23:00,*,m, 180.914950,    31.110651,  125.6229, 180.1277,  -3.0830,
 2023-Jan-18 00:00,*,m, 196.270202,    29.166867,  125.9629, 180.3367,  -3.1862,
 2023-Jan-18 01:00,*,m, 210.247548,    24.316628,  126.3139, 180.5519,  -3.2646,
 2023-Jan-18 02:00,*,m, 222.300749,    17.163026,  126.6889, 180.7797,  -3.3179,
 2023-Jan-18 03:00,*,m, 232.506932,     8.343009,  127.0987, 181.0258,  -3.3478,
 2023-Jan-18 04:00,*, , 241.242922,    -1.623258,  127.5521, 181.2942,  -3.3580,
 2023-Jan-18 05:00,*, , 248.956976,   -12.356131,  128.0548, 181.5877,  -3.3531,
 2023-Jan-18 06:00,*, , 256.098393,   -23.586797,  128.6091, 181.9073,  -3.3392,
 2023-Jan-18 07:00,*, , 263.157275,   -35.117702,  129.2144, 182.2525,  -3.3230,
 2023-Jan-18 08:00,C, , 270.822183,   -46.781302,  129.8667, 182.6211,  -3.3114,
 2023-Jan-18 09:00,A, , 280.454383,   -58.375710,  130.5592, 183.0095,  -3.3115,
 2023-Jan-18 10:00, , , 295.922088,   -69.458343,  131.2831, 183.4132,  -3.3297,
 2023-Jan-18 11:00, , , 331.859203,   -78.147320,  132.0276, 183.8265,  -3.3717,
 2023-Jan-18 12:00, , ,  35.749150,   -77.425706,  132.7807, 184.2435,  -3.4421,
 2023-Jan-18 13:00, , ,  67.751285,   -68.243902,  133.5300, 184.6577,  -3.5440,
 2023-Jan-18 14:00, , ,  82.144363,   -57.128170,  134.2634, 185.0631,  -3.6786,
 2023-Jan-18 15:00, , ,  91.468714,   -45.623346,  134.9695, 185.4538,  -3.8452,
 2023-Jan-18 16:00, , ,  99.073658,   -34.122627,  135.6383, 185.8251,  -4.0407,
 2023-Jan-18 17:00, , , 106.188516,   -22.824092,  136.2622, 186.1730,  -4.2600,
 2023-Jan-18 18:00, , , 113.456869,   -11.903791,  136.8364, 186.4952,  -4.4960,
 2023-Jan-18 19:00, , , 121.343132,    -1.573607,  137.3588, 186.7911,  -4.7402,
 2023-Jan-18 20:00, ,m, 130.262834,     7.881278,  137.8313, 187.0616,  -4.9831,
 2023-Jan-18 21:00,N,m, 140.598745,    16.070743,  138.2588, 187.3098,  -5.2151,
 2023-Jan-18 22:00,*,m, 152.609817,    22.487697,  138.6495, 187.5399,  -5.4274,
 2023-Jan-18 23:00,*,m, 166.219653,    26.558136,  139.0144, 187.7580,  -5.6127,
 2023-Jan-19 00:00,*,m, 180.800357,    27.800131,  139.3664, 187.9706,  -5.7659,
 2023-Jan-19 01:00,*,m, 195.266159,    26.044839,  139.7191, 188.1848,  -5.8846,
 2023-Jan-19 02:00,*,m, 208.583448,    21.532911,  140.0865, 188.4077,  -5.9691,
 2023-Jan-19 03:00,*,m, 220.226649,    14.780662,  140.4812, 188.6456,  -6.0225,
 2023-Jan-19 04:00,*,m, 230.192627,     6.358914,  140.9141, 188.9036,  -6.0504,
 2023-Jan-19 05:00,*, , 238.764618,    -3.245630,  141.3933, 189.1856,  -6.0601,
 2023-Jan-19 06:00,*, , 246.316888,   -13.665440,  141.9237, 189.4938,  -6.0607,
 2023-Jan-19 07:00,*, , 253.238420,   -24.635198,  142.5070, 189.8285,  -6.0621,
 2023-Jan-19 08:00,C, , 259.951937,   -35.961181,  143.1416, 190.1886,  -6.0745,
 2023-Jan-19 09:00,A, , 267.035479,   -47.488580,  143.8224, 190.5712,  -6.1081,
 2023-Jan-19 10:00, , , 275.613651,   -59.055401,  144.5421, 190.9723,  -6.1724,
 2023-Jan-19 11:00, , , 289.002467,   -70.352871,  145.2907, 191.3868,  -6.2758,
 2023-Jan-19 12:00, , , 322.917287,   -79.956376,  146.0569, 191.8085,  -6.4250,
 2023-Jan-19 13:00, , ,  39.571269,   -79.722285,  146.8280, 192.2311,  -6.6248,
 2023-Jan-19 14:00, , ,  72.151556,   -70.009902,  147.5913, 192.6481,  -6.8770,
 2023-Jan-19 15:00, , ,  85.274021,   -58.728079,  148.3344, 193.0531,  -7.1805,
 2023-Jan-19 16:00, , ,  93.788947,   -47.212270,  149.0460, 193.4406,  -7.5310,
 2023-Jan-19 17:00, , , 100.870737,   -35.762386,  149.7166, 193.8058,  -7.9205,
 2023-Jan-19 18:00, , , 107.610956,   -24.541156,  150.3392, 194.1457,  -8.3378,
